Sample,barcode,type,Genus,count
Mcav-disease,82,Eukaryota,Patella,3
Mcav-disease,82,Eukaryota,Pieris,3
Mcav-disease,82,Eukaryota,Plectropomus,3
Mcav-disease,82,Eukaryota,Polygonum,3
Mcav-disease,82,Eukaryota,Pterostichus,3
Mcav-disease,82,Eukaryota,Rutpela,3
Mcav-disease,82,Eukaryota,Salarias,3
Mcav-disease,82,Eukaryota,Spilosoma,3
Mcav-disease,82,Eukaryota,Takifugu,3
Mcav-disease,82,Eukaryota,Thecopsammia,3
Mcav-disease,82,Eukaryota,Theileria,3
Mcav-disease,82,Eukaryota,Thunnus,3
Mcav-disease,82,Eukaryota,Tinea,3
Mcav-disease,82,Eukaryota,uncultured,3
Mcav-disease,82,Eukaryota,Vanessa,3
Mcav-disease,82,Eukaryota,Vigna,3
Mcav-disease,82,Eukaryota,Zeuzera,3
Mcav-disease,82,Eukaryota,Abrostola,2
Mcav-disease,82,Eukaryota,Acanthastrea,2
Mcav-disease,82,Eukaryota,Acanthopagrus,2
Mcav-disease,82,Eukaryota,Acleris,2
Mcav-disease,82,Eukaryota,Acronicta,2
Mcav-disease,82,Eukaryota,Agonopterix,2
Mcav-disease,82,Eukaryota,Agriphila,2
Mcav-disease,82,Eukaryota,Agrotis,2
Mcav-disease,82,Eukaryota,Amborella,2
Mcav-disease,82,Eukaryota,Amphipyra,2
Mcav-disease,82,Eukaryota,Anorthoa,2
Mcav-disease,82,Eukaryota,Apeira,2
Mcav-disease,82,Eukaryota,Apoderus,2
Mcav-disease,82,Eukaryota,Arabis,2
Mcav-disease,82,Eukaryota,Blastobasis,2
Mcav-disease,82,Eukaryota,Bombylius,2
Mcav-disease,82,Eukaryota,Bos,2
Mcav-disease,82,Eukaryota,Caprimulgus,2
Mcav-disease,82,Eukaryota,Carcina,2
Mcav-disease,82,Eukaryota,Celastrina,2
Mcav-disease,82,Eukaryota,Chrysoteuchia,2
Mcav-disease,82,Eukaryota,Corallimorphus,2
Mcav-disease,82,Eukaryota,Crocallis,2
Mcav-disease,82,Eukaryota,Cyprideis,2
Mcav-disease,82,Eukaryota,Cyprinus,2
Mcav-disease,82,Eukaryota,Deilephila,2
Mcav-disease,82,Eukaryota,Diatraea,2
Mcav-disease,82,Eukaryota,Dicrocoelium,2
Mcav-disease,82,Eukaryota,Drepana,2
Mcav-disease,82,Eukaryota,Drosophila,2
Mcav-disease,82,Eukaryota,Dryobotodes,2
Mcav-disease,82,Eukaryota,Ecliptopera,2
Mcav-disease,82,Eukaryota,Epichloe,2
Mcav-disease,82,Eukaryota,Eristalis,2
Mcav-disease,82,Eukaryota,Erynnis,2
Mcav-disease,82,Eukaryota,Fagus,2
Mcav-disease,82,Eukaryota,Geum,2
Mcav-disease,82,Eukaryota,Goniopora,2
Mcav-disease,82,Eukaryota,Grapholita,2
Mcav-disease,82,Eukaryota,Griposia,2
Mcav-disease,82,Eukaryota,Halyzia,2
Mcav-disease,82,Eukaryota,Hecatera,2
Mcav-disease,82,Eukaryota,Hedya,2
Mcav-disease,82,Eukaryota,Hesperia,2
Mcav-disease,82,Eukaryota,Hippopus,2
Mcav-disease,82,Eukaryota,Hypsopygia,2
Mcav-disease,82,Eukaryota,Incurvaria,2
Mcav-disease,82,Eukaryota,Lasioglossum,2
Mcav-disease,82,Eukaryota,Lasiommata,2
Mcav-disease,82,Eukaryota,Lebrunia,2
Mcav-disease,82,Eukaryota,Leishmania,2
Mcav-disease,82,Eukaryota,Leistus,2
Mcav-disease,82,Eukaryota,Lithophyllon,2
Mcav-disease,82,Eukaryota,Lupinus,2
Mcav-disease,82,Eukaryota,Lutra,2
Mcav-disease,82,Eukaryota,Luzula,2
Mcav-disease,82,Eukaryota,Lymantria,2
Mcav-disease,82,Eukaryota,Malus,2
Mcav-disease,82,Eukaryota,Marasmarcha,2
Mcav-disease,82,Eukaryota,Medicago,2
Mcav-disease,82,Eukaryota,Meleagris,2
Mcav-disease,82,Eukaryota,Melitaea,2
Mcav-disease,82,Eukaryota,Melolontha,2
Mcav-disease,82,Eukaryota,Micromussa,2
Mcav-disease,82,Eukaryota,Micropterix,2
Mcav-disease,82,Eukaryota,Myzus,2
Mcav-disease,82,Eukaryota,Omphaloscelis,2
Mcav-disease,82,Eukaryota,Orcinus,2
Mcav-disease,82,Eukaryota,Oryza,2
Mcav-disease,82,Eukaryota,Ostreobium,2
Mcav-disease,82,Eukaryota,Parambassis,2
Mcav-disease,82,Eukaryota,Pemphredon,2
Mcav-disease,82,Eukaryota,Pheosia,2
Mcav-disease,82,Eukaryota,Plebejus,2
Mcav-disease,82,Eukaryota,Pseudochaenichthys,2
Mcav-disease,82,Eukaryota,Pyrochroa,2
Mcav-disease,82,Eukaryota,Rhagonycha,2
Mcav-disease,82,Eukaryota,Rhinatrema,2
Mcav-disease,82,Eukaryota,Rhizophagus,2
Mcav-disease,82,Eukaryota,Scleropages,2
Mcav-disease,82,Eukaryota,Seladonia,2
Mcav-disease,82,Eukaryota,Solea,2
Mcav-disease,82,Eukaryota,Sparus,2
Mcav-disease,82,Eukaryota,Spodoptera,2
Mcav-disease,82,Eukaryota,Stelis,2
Mcav-disease,82,Eukaryota,Trichobilharzia,2
Mcav-disease,82,Eukaryota,Vitis,2
Mcav-disease,82,Eukaryota,Xestia,2
Mcav-disease,82,Eukaryota,Yponomeuta,2
Mcav-disease,82,Eukaryota,Acacia,1
Mcav-disease,82,Eukaryota,Aedes,1
Mcav-disease,82,Eukaryota,Aethina,1
Mcav-disease,82,Eukaryota,Agkistrodon,1
Mcav-disease,82,Eukaryota,Agriopis,1
Mcav-disease,82,Eukaryota,Allophyes,1
Mcav-disease,82,Eukaryota,Amblyteles,1
Mcav-disease,82,Eukaryota,Anguilla,1
Mcav-disease,82,Eukaryota,Antillogorgia,1
Mcav-disease,82,Eukaryota,Antithamnionella,1
Mcav-disease,82,Eukaryota,Apamea,1
Mcav-disease,82,Eukaryota,Apis,1
Mcav-disease,82,Eukaryota,Aplocera,1
Mcav-disease,82,Eukaryota,Aplysia,1
Mcav-disease,82,Eukaryota,Apotomis,1
Mcav-disease,82,Eukaryota,Arabidopsis,1
Mcav-disease,82,Eukaryota,Archocentrus,1
Mcav-disease,82,Eukaryota,Arvicola,1
Mcav-disease,82,Eukaryota,Astatotilapia,1
Mcav-disease,82,Eukaryota,Asterias,1
Mcav-disease,82,Eukaryota,Astroides,1
Mcav-disease,82,Eukaryota,Autographa,1
Mcav-disease,82,Eukaryota,Bactrocera,1
Mcav-disease,82,Eukaryota,Bemisia,1
Mcav-disease,82,Eukaryota,Betta,1
Mcav-disease,82,Eukaryota,Blastomussa,1
Mcav-disease,82,Eukaryota,Boloceroides,1
Mcav-disease,82,Eukaryota,Bombus,1
Mcav-disease,82,Eukaryota,Brachylomia,1
Mcav-disease,82,Eukaryota,Branchiostoma,1
Mcav-disease,82,Eukaryota,Brassicogethes,1
Mcav-disease,82,Eukaryota,Buathra,1
Mcav-disease,82,Eukaryota,Bugulina,1
Mcav-disease,82,Eukaryota,Bunodactis,1
Mcav-disease,82,Eukaryota,Caenorhabditis,1
Mcav-disease,82,Eukaryota,Calamotropha,1
Mcav-disease,82,Eukaryota,Caligus,1
Mcav-disease,82,Eukaryota,Calvadosia,1
Mcav-disease,82,Eukaryota,Cannabis,1
Mcav-disease,82,Eukaryota,Cantharis,1
Mcav-disease,82,Eukaryota,Carcinactis,1
Mcav-disease,82,Eukaryota,Caretta,1
Mcav-disease,82,Eukaryota,Carposina,1
Mcav-disease,82,Eukaryota,Carterocephalus,1
Mcav-disease,82,Eukaryota,Catalaphyllia,1
Mcav-disease,82,Eukaryota,Catocala,1
Mcav-disease,82,Eukaryota,Caulastraea,1
Mcav-disease,82,Eukaryota,Cephus,1
Mcav-disease,82,Eukaryota,Cerceris,1
Mcav-disease,82,Eukaryota,Cervus,1
Mcav-disease,82,Eukaryota,Ceutorhynchus,1
Mcav-disease,82,Eukaryota,Chamaenerion,1
Mcav-disease,82,Eukaryota,Chanos,1
Mcav-disease,82,Eukaryota,Chilo,1
Mcav-disease,82,Eukaryota,Coccinella,1
Mcav-disease,82,Eukaryota,Colias,1
Mcav-disease,82,Eukaryota,Corylus,1
Mcav-disease,82,Eukaryota,Cosmia,1
Mcav-disease,82,Eukaryota,Cottoperca,1
Mcav-disease,82,Eukaryota,Crypthecodinium,1
Mcav-disease,82,Eukaryota,Culicoides,1
Mcav-disease,82,Eukaryota,Curvularia,1
Mcav-disease,82,Eukaryota,Cyaniris,1
Mcav-disease,82,Eukaryota,Cyphastrea,1
Mcav-disease,82,Eukaryota,Daphnia,1
Mcav-disease,82,Eukaryota,Darwinula,1
Mcav-disease,82,Eukaryota,Desmophyllum,1
Mcav-disease,82,Eukaryota,Diabrotica,1
Mcav-disease,82,Eukaryota,Digitaria,1
Mcav-disease,82,Eukaryota,Diprion,1
Mcav-disease,82,Eukaryota,Echinopora,1
Mcav-disease,82,Eukaryota,Eguchipsammia,1
Mcav-disease,82,Eukaryota,Eilema,1
Mcav-disease,82,Eukaryota,Elatopathes,1
Mcav-disease,82,Eukaryota,Ennomos,1
Mcav-disease,82,Eukaryota,Eristalinus,1
Mcav-disease,82,Eukaryota,Erithacus,1
Mcav-disease,82,Eukaryota,Erpetoichthys,1
Mcav-disease,82,Eukaryota,Exserohilum,1
Mcav-disease,82,Eukaryota,Fimbriaphyllia,1
Mcav-disease,82,Eukaryota,Fukomys,1
Mcav-disease,82,Eukaryota,Galaxea,1
Mcav-disease,82,Eukaryota,Gari,1
Mcav-disease,82,Eukaryota,Gekko,1
Mcav-disease,82,Eukaryota,Geotrypetes,1
Mcav-disease,82,Eukaryota,Glaucopsyche,1
Mcav-disease,82,Eukaryota,Glossina,1
Mcav-disease,82,Eukaryota,Gonocerus,1
Mcav-disease,82,Eukaryota,Gymnoscelis,1
Mcav-disease,82,Eukaryota,Habrosyne,1
Mcav-disease,82,Eukaryota,Haemonchus,1
Mcav-disease,82,Eukaryota,Haliotis,1
Mcav-disease,82,Eukaryota,Heliconius,1
Mcav-disease,82,Eukaryota,Helicoverpa,1
Mcav-disease,82,Eukaryota,Helobdella,1
Mcav-disease,82,Eukaryota,Hemaris,1
Mcav-disease,82,Eukaryota,Herminia,1
Mcav-disease,82,Eukaryota,Heterodera,1
Mcav-disease,82,Eukaryota,Hordeum,1
Mcav-disease,82,Eukaryota,Hydra,1
Mcav-disease,82,Eukaryota,Hydriomena,1
Mcav-disease,82,Eukaryota,Ichneumon,1
Mcav-disease,82,Eukaryota,Idaea,1
Mcav-disease,82,Eukaryota,Iphiclides,1
Mcav-disease,82,Eukaryota,Isoperla,1
Mcav-disease,82,Eukaryota,Jaculus,1
Mcav-disease,82,Eukaryota,Javania,1
Mcav-disease,82,Eukaryota,Juncus,1
Mcav-disease,82,Eukaryota,Komagataella,1
Mcav-disease,82,Eukaryota,Laothoe,1
Mcav-disease,82,Eukaryota,Lateolabrax,1
Mcav-disease,82,Eukaryota,Leptidea,1
Mcav-disease,82,Eukaryota,Leptoria,1
Mcav-disease,82,Eukaryota,Leuctra,1
Mcav-disease,82,Eukaryota,Limenitis,1
Mcav-disease,82,Eukaryota,Limnoperna,1
Mcav-disease,82,Eukaryota,Lobactis,1
Mcav-disease,82,Eukaryota,Lottia,1
Mcav-disease,82,Eukaryota,Lysandra,1
Mcav-disease,82,Eukaryota,Lytechinus,1
Mcav-disease,82,Eukaryota,Macaria,1
Mcav-disease,82,Eukaryota,Marchantia,1
Mcav-disease,82,Eukaryota,Medioppia,1
Mcav-disease,82,Eukaryota,Megachile,1
Mcav-disease,82,Eukaryota,Meganola,1
Mcav-disease,82,Eukaryota,Mellicta,1
Mcav-disease,82,Eukaryota,Mercurialis,1
Mcav-disease,82,Eukaryota,Microctonus,1
Mcav-disease,82,Eukaryota,Mimas,1
Mcav-disease,82,Eukaryota,Misopates,1
Mcav-disease,82,Eukaryota,Mizuhopecten,1
Mcav-disease,82,Eukaryota,Monoraphidium,1
Mcav-disease,82,Eukaryota,Myopa,1
Mcav-disease,82,Eukaryota,Mythimna,1
Mcav-disease,82,Eukaryota,Nannizzia,1
Mcav-disease,82,Eukaryota,Nannospalax,1
Mcav-disease,82,Eukaryota,Nematopogon,1
Mcav-disease,82,Eukaryota,Nemoura,1
Mcav-disease,82,Eukaryota,Nemurella,1
Mcav-disease,82,Eukaryota,Neohortaea,1
Mcav-disease,82,Eukaryota,Neoneuromus,1
Mcav-disease,82,Eukaryota,Neostethus,1
Mcav-disease,82,Eukaryota,Netelia,1
Mcav-disease,82,Eukaryota,Nibea,1
Mcav-disease,82,Eukaryota,Nysson,1
Mcav-disease,82,Eukaryota,Oikopleura,1
Mcav-disease,82,Eukaryota,Oncorhynchus,1
Mcav-disease,82,Eukaryota,Onthophagus,1
Mcav-disease,82,Eukaryota,Onychomys,1
Mcav-disease,82,Eukaryota,Onychostruthus,1
Mcav-disease,82,Eukaryota,Ophion,1
Mcav-disease,82,Eukaryota,Opisthograptis,1
Mcav-disease,82,Eukaryota,Orgyia,1
Mcav-disease,82,Eukaryota,Orussus,1
Mcav-disease,82,Eukaryota,Oulophyllia,1
Mcav-disease,82,Eukaryota,Pammene,1
Mcav-disease,82,Eukaryota,Pan,1
Mcav-disease,82,Eukaryota,Pandemis,1
Mcav-disease,82,Eukaryota,Papilio,1
Mcav-disease,82,Eukaryota,Paragoniastrea,1
Mcav-disease,82,Eukaryota,Paramontastraea,1
Mcav-disease,82,Eukaryota,Parapoynx,1
Mcav-disease,82,Eukaryota,Parastagonospora,1
Mcav-disease,82,Eukaryota,Pavona,1
Mcav-disease,82,Eukaryota,Penaeus,1
Mcav-disease,82,Eukaryota,Peniophora,1
Mcav-disease,82,Eukaryota,Phalera,1
Mcav-disease,82,Eukaryota,Phasianus,1
Mcav-disease,82,Eukaryota,Philonthus,1
Mcav-disease,82,Eukaryota,Phoenix,1
Mcav-disease,82,Eukaryota,Pholis,1
Mcav-disease,82,Eukaryota,Phosphuga,1
Mcav-disease,82,Eukaryota,Phragmatobia,1
Mcav-disease,82,Eukaryota,Phymanthus,1
Mcav-disease,82,Eukaryota,Phytophthora,1
Mcav-disease,82,Eukaryota,Pimephales,1
Mcav-disease,82,Eukaryota,Pipistrellus,1
Mcav-disease,82,Eukaryota,Piscicola,1
Mcav-disease,82,Eukaryota,Pistacia,1
Mcav-disease,82,Eukaryota,Platycnemis,1
Mcav-disease,82,Eukaryota,Plerogyra,1
Mcav-disease,82,Eukaryota,Plutella,1
Mcav-disease,82,Eukaryota,Poecilia,1
Mcav-disease,82,Eukaryota,Polydrusus,1
Mcav-disease,82,Eukaryota,Polyodon,1
Mcav-disease,82,Eukaryota,Polyommatus,1
Mcav-disease,82,Eukaryota,Pomacea,1
Mcav-disease,82,Eukaryota,Pongo,1
Mcav-disease,82,Eukaryota,Populus,1
Mcav-disease,82,Eukaryota,Porites,1
Mcav-disease,82,Eukaryota,Protopterus,1
Mcav-disease,82,Eukaryota,Quercus,1
Mcav-disease,82,Eukaryota,Raphanus,1
Mcav-disease,82,Eukaryota,Rattus,1
Mcav-disease,82,Eukaryota,Rhincodon,1
Mcav-disease,82,Eukaryota,Rhizoctonia,1
Mcav-disease,82,Eukaryota,Sarcophilus,1
Mcav-disease,82,Eukaryota,Scaeva,1
Mcav-disease,82,Eukaryota,Schrankia,1
Mcav-disease,82,Eukaryota,Scophthalmus,1
Mcav-disease,82,Eukaryota,Setaria,1
Mcav-disease,82,Eukaryota,Sibopathes,1
Mcav-disease,82,Eukaryota,Siniperca,1
Mcav-disease,82,Eukaryota,Sphecodes,1
Mcav-disease,82,Eukaryota,Spirodela,1
Mcav-disease,82,Eukaryota,Stegostoma,1
Mcav-disease,82,Eukaryota,Stenoptilia,1
Mcav-disease,82,Eukaryota,Sthenelais,1
Mcav-disease,82,Eukaryota,Tachysurus,1
Mcav-disease,82,Eukaryota,Talaromyces,1
Mcav-disease,82,Eukaryota,Taurulus,1
Mcav-disease,82,Eukaryota,Temnothorax,1
Mcav-disease,82,Eukaryota,Thalassophryne,1
Mcav-disease,82,Eukaryota,Thecamonas,1
Mcav-disease,82,Eukaryota,Thecophora,1
Mcav-disease,82,Eukaryota,Thermothielavioides,1
Mcav-disease,82,Eukaryota,Thlaspi,1
Mcav-disease,82,Eukaryota,Tholera,1
Mcav-disease,82,Eukaryota,Tribolium,1
Mcav-disease,82,Eukaryota,Triticum,1
Mcav-disease,82,Eukaryota,Tubastraea,1
Mcav-disease,82,Eukaryota,Vombatus,1
Mcav-disease,82,Eukaryota,Vulpes,1
Mcav-disease,82,Eukaryota,Watsonalla,1
Mcav-disease,82,Eukaryota,Xanthogramma,1
Mcav-disease,82,Eukaryota,Xenopus,1
Mcav-disease,82,Eukaryota,Xylocampa,1
Mcav-disease,82,Eukaryota,Yarrowia,1
Mcav-disease,82,Eukaryota,Zeugodacus,1
Mcav-disease,82,Eukaryota,Zootoca,1
Mcav-disease,82,Eukaryota,Zygaena,1
Mcav-disease,82,N/A,eukaryotic,3
Mcav-disease,82,N/A,synthetic,1
Mcav-disease,82,Viruses,Escherichia,4
Mcav-disease,82,Viruses,Severe,3
Mcav-disease,82,Viruses,Myoviridae,2
Mcav-disease,82,Viruses,Citrobacter,1
Mcav-disease,82,Viruses,Klebsiella,1
Mcav-disease,82,Viruses,Streptococcus,1
Mcav-disease,82,Viruses,Stylophora,1
